transaction_id,date,product_id,outlet_id,distributor_id,qty_sold,sell_in_value,sell_out_value,stock_available
2035,2025-10-24,24,120,1,99,2700297,2055045,101
2036,2025-04-04,1,19,11,9,1047528,824649,165
2037,2025-01-06,19,62,8,89,837473,749206,418
2038,2025-10-23,13,58,4,117,2655973,2152520,225
2039,2025-03-02,24,36,11,184,2050928,1697283,456
2040,2025-04-06,9,44,8,141,1963928,1772537,342
2041,2025-06-25,25,67,5,17,1582691,1342277,13
2042,2025-10-06,5,13,4,118,516142,401384,364
2043,2025-06-01,5,112,6,79,1948194,1656583,481
2044,2025-02-12,28,65,3,102,2192889,1742956,430
2045,2025-12-15,8,100,1,51,1534517,1336383,399
2046,2025-03-19,19,111,9,189,345956,323143,185
2047,2025-10-04,8,89,9,43,1620649,1274660,348
2048,2025-03-26,21,82,10,81,962847,841902,489
2049,2025-11-09,14,110,4,72,255152,247646,485
2050,2025-07-25,10,50,9,108,2048778,1757115,69
2051,2025-06-03,1,10,5,143,2852299,2343646,472
2052,2025-11-10,20,9,1,106,638474,499971,421
2053,2025-03-24,25,104,4,141,1006252,904217,200
2054,2025-10-30,7,32,6,19,999192,970787,141
2055,2025-03-13,13,16,12,210,4017864,3153720,227
2056,2025-03-14,22,36,6,4,3809049,2959544,159
2057,2025-09-26,4,99,11,121,1023838,923396,152
2058,2025-03-05,18,96,10,163,972392,745039,386
2059,2025-06-24,9,6,7,66,523275,467905,218
2060,2025-10-27,6,113,12,125,1270990,1018909,52
2061,2025-02-15,24,78,10,93,1062054,1008901,340
2062,2025-09-11,27,90,7,108,287617,257921,442
2063,2025-05-24,27,93,12,71,1105583,991996,168
2064,2025-08-03,22,108,5,92,398518,300073,365
2065,2025-09-06,8,75,8,57,2529187,2149218,136
2066,2025-02-23,25,106,12,125,2401623,2136309,289
2067,2025-07-12,20,67,11,98,226585,201294,302
2068,2025-11-26,4,74,2,31,1050820,875292,344
2069,2025-12-30,20,54,7,11,1506700,1354267,225
2070,2025-08-24,19,111,9,10,1722238,1613783,321
2071,2025-08-10,22,117,1,56,2427876,1921833,322
2072,2025-06-18,4,38,7,8,1965216,1857854,129
2073,2025-07-03,27,88,6,91,1093127,889395,401
2074,2025-01-25,11,59,12,68,723572,577524,394
2075,2025-10-08,21,42,12,103,1511879,1405477,88
2076,2025-09-13,28,12,6,91,2635380,2302779,412
2077,2025-04-27,11,107,5,26,429301,385114,160
2078,2025-11-15,16,82,3,98,897874,728064,362
2079,2025-09-06,12,44,8,93,717806,696731,165
2080,2025-01-09,4,25,10,80,2172818,1979551,286
2081,2025-06-01,25,72,9,46,1719212,1533964,38
2082,2025-04-12,3,12,12,104,1154654,904701,174
2083,2025-09-30,12,51,3,99,484639,457669,376
2084,2025-05-31,20,73,2,83,992983,845806,20
2085,2025-05-06,18,20,11,71,160558,138679,426
2086,2025-12-22,8,32,4,113,2767468,2592151,74
2087,2025-01-07,10,32,1,124,1891089,1598614,282
2088,2025-10-18,7,53,3,133,2486452,2093373,294
2089,2025-07-18,24,34,12,94,1155439,981201,186
2090,2025-05-01,11,70,6,20,2957487,2309600,440
2091,2025-12-26,8,102,9,149,590078,455671,469
2092,2025-09-17,23,61,9,81,489595,458098,309
2093,2025-04-27,24,45,12,142,989372,847907,294
2094,2025-01-28,15,80,8,128,2529097,2150547,488
2095,2025-03-29,1,72,8,201,3888445,2967799,177
2096,2025-09-02,28,91,3,17,2910544,2420160,488
2097,2025-05-22,19,33,12,8,2557097,2206483,360
2098,2025-03-10,13,28,11,162,1889301,1650929,345
2099,2025-06-05,11,30,10,131,1757677,1376566,276
2100,2025-12-15,19,41,1,14,1553026,1374603,396
2101,2025-02-06,20,9,9,106,726152,666961,127
2102,2025-11-04,25,98,3,47,173679,156200,253
2103,2025-03-03,11,12,2,145,3440558,3135083,350
2104,2025-07-18,26,53,7,122,630950,596166,93
2105,2025-02-19,10,46,3,111,1107023,957493,94
2106,2025-05-14,13,26,4,90,2764659,2476005,173
2107,2025-08-20,25,13,9,66,135566,129091,31
2108,2025-10-13,2,88,6,25,756795,567897,270
2109,2025-01-07,1,42,7,79,165987,155033,290
2110,2025-10-16,12,110,2,45,840551,753462,255
2111,2025-04-04,18,28,6,25,2915469,2798562,307
2112,2025-07-11,19,23,8,46,2177890,1707978,419
2113,2025-08-16,1,80,1,138,554503,518824,159
2114,2025-05-30,4,45,11,47,2525085,2194936,460
2115,2025-02-21,16,25,10,40,2621912,2521230,480
2116,2025-08-21,22,71,7,115,538139,486371,33
2117,2025-06-23,8,47,3,62,2108430,1672655,206
2118,2025-01-22,12,8,8,26,2230382,1719444,335
2119,2025-06-14,17,73,10,137,2238054,1881448,279
2120,2025-11-26,7,37,6,35,1928647,1785175,149
2121,2025-11-17,14,52,7,97,395564,341295,251
2122,2025-02-23,11,72,8,100,1333027,1152337,402
2123,2025-05-28,25,88,12,15,2262705,2129633,96
2124,2025-02-15,10,115,10,147,2326613,1837727,160
2125,2025-01-25,18,4,1,78,1664393,1320354,493
2126,2025-10-03,2,106,11,112,2182278,1899708,91
2127,2025-09-18,12,88,12,12,949649,733783,486
2128,2025-04-06,8,92,6,19,903994,780972,292
2129,2025-11-24,20,2,1,98,914151,874909,59
2130,2025-05-29,1,116,4,85,792634,774426,423
2131,2025-04-27,12,118,7,12,704013,550949,126
2132,2025-11-15,22,34,7,147,2676432,2197993,481
2133,2025-12-01,24,117,5,105,2945249,2215864,421
2134,2025-07-31,13,36,4,125,1112943,988326,320
2135,2025-12-21,13,6,12,115,590596,533001,114
2136,2025-02-06,21,15,2,41,2099071,1606408,274
2137,2025-06-17,6,95,5,102,1244566,1086929,145
2138,2025-10-19,9,14,2,102,897778,869541,284
2139,2025-09-12,7,17,9,10,2016948,1734834,57
2140,2025-04-28,2,107,7,48,400677,370780,412
2141,2025-02-04,8,56,10,95,1887560,1736214,226
2142,2025-11-02,25,6,11,129,842595,780888,371
2143,2025-06-12,2,73,1,40,1481715,1404194,128
2144,2025-03-31,12,60,4,15,1691280,1416291,484
2145,2025-05-30,17,9,4,48,2680724,2130365,336
2146,2025-08-13,1,112,8,18,1080859,960215,147
2147,2025-10-13,6,19,9,82,287872,223277,33
2148,2025-07-29,17,69,1,44,1399124,1168528,73
2149,2025-02-23,22,30,1,98,64348,56589,416
2150,2025-07-18,25,73,2,58,2685224,2035654,279
2151,2025-02-07,1,84,8,147,2754445,2310408,351
2152,2025-11-12,13,58,12,61,2914211,2514466,128
2153,2025-06-26,21,59,8,40,1955150,1707597,184
2154,2025-04-25,5,37,11,45,1679284,1645366,451
2155,2025-03-24,12,95,1,155,1830771,1433706,235
2156,2025-07-30,23,113,9,59,1737078,1352759,320
2157,2025-06-30,7,52,7,107,1981818,1820682,227
2158,2025-07-18,15,47,6,84,2840778,2391205,370
2159,2025-09-29,7,32,4,49,2433986,1934430,447
2160,2025-12-04,26,80,6,119,2349340,2228022,405
2161,2025-07-29,12,83,5,55,1697646,1328418,55
2162,2025-10-05,21,58,5,106,263430,209654,172
2163,2025-10-10,6,85,7,133,1861032,1472955,226
2164,2025-01-13,23,27,7,146,2847573,2248552,381
2165,2025-12-15,19,99,3,103,2462014,2289248,101
2166,2025-03-19,14,41,8,88,836621,774211,249
2167,2025-06-11,20,120,10,136,2684382,2554084,346
2168,2025-02-19,26,9,2,6,86359,83046,445
2169,2025-01-28,11,110,2,81,1546092,1231758,77
2170,2025-04-20,10,108,2,93,2664023,2555135,298
2171,2025-08-17,16,44,12,45,1265262,1037192,410
2172,2025-10-15,6,116,3,42,1791415,1392361,466
2173,2025-11-13,14,21,9,142,2686885,2305348,143
2174,2025-12-20,28,116,4,30,2834468,2742184,465
2175,2025-08-16,4,97,1,35,1647816,1415057,244
2176,2025-03-29,25,3,10,130,2659189,2352119,93
2177,2025-08-18,1,63,11,146,1492122,1423020,43
2178,2025-07-09,3,23,3,77,2891108,2430067,76
2179,2025-02-26,26,86,4,83,1276202,1165968,485
2180,2025-02-12,12,78,8,5,2658279,2538499,213
2181,2025-03-28,12,109,5,70,3084831,2512460,266
2182,2025-01-13,16,41,3,14,2773802,2232702,156
2183,2025-05-15,15,56,6,11,1194359,1101795,388
2184,2025-12-03,15,85,2,86,2362211,1788703,446
2185,2025-11-16,1,95,10,5,1319659,1105286,463
2186,2025-08-29,13,50,1,70,2972826,2486122,187
2187,2025-09-20,28,101,7,105,1484991,1158943,177
2188,2025-05-14,18,25,8,73,1168505,898767,230
2189,2025-12-10,3,104,11,82,2184025,2088011,11
2190,2025-03-07,26,98,2,88,506963,400873,33
2191,2025-03-20,19,103,4,32,512817,385750,6
2192,2025-06-24,28,117,10,19,705333,623538,494
2193,2025-08-24,21,112,6,28,2619284,2037947,360
2194,2025-03-13,7,118,12,29,1159699,894234,487
2195,2025-02-16,1,56,11,60,931722,709506,40
2196,2025-07-18,11,81,9,50,2046673,1919854,362
2197,2025-09-11,20,91,3,121,1258225,1155377,303
2198,2025-02-01,15,24,9,2,383691,303286,101
2199,2025-05-15,5,113,9,148,844172,769034,359
2200,2025-02-08,7,24,6,59,731253,614818,428
2201,2025-10-31,10,77,7,130,2736850,2232291,218
2202,2025-05-09,27,45,12,62,2275291,1710122,455
2203,2025-12-16,9,37,3,17,308451,235792,176
2204,2025-01-31,20,97,7,21,2877107,2663682,366
2205,2025-08-17,1,96,11,23,1385458,1226507,469
2206,2025-07-05,23,88,10,17,2437402,1975174,429
2207,2025-06-13,15,46,12,123,1603752,1387132,390
2208,2025-09-08,11,70,12,49,1006769,891053,21
2209,2025-12-20,12,53,8,119,1410497,1357451,433
2210,2025-07-26,15,112,8,116,690406,540366,384
2211,2025-07-17,14,4,3,82,1649948,1613063,323
2212,2025-03-18,13,47,1,156,3955942,3790715,77
2213,2025-10-31,6,28,2,5,1691196,1452105,138
2214,2025-06-22,7,3,8,101,714026,585365,489
2215,2025-10-09,9,30,4,125,2595208,2378398,221
2216,2025-08-11,28,21,8,16,1532138,1487906,34
2217,2025-06-15,23,62,10,75,643400,517348,482
2218,2025-09-11,26,28,7,126,104390,101266,323
2219,2025-03-23,11,81,5,154,3661487,2848728,66
2220,2025-09-29,10,44,12,96,2937839,2787252,189
2221,2025-10-17,16,9,1,115,1601928,1355087,107
2222,2025-06-17,23,30,6,122,1226633,1076553,295
2223,2025-06-19,23,25,3,83,2703659,2383608,466
2224,2025-04-28,23,76,10,61,1094797,944125,240
2225,2025-01-10,11,66,2,99,672247,600605,41
2226,2025-09-28,16,60,10,69,330705,282217,398
2227,2025-04-09,26,99,5,37,1575814,1489124,30
2228,2025-08-31,8,29,11,1,1422436,1183351,317
2229,2025-09-05,18,19,5,82,2082969,2034259,309
2230,2025-10-02,7,106,11,49,2556462,2273126,151
2231,2025-02-01,24,114,4,135,2164471,1763967,404
2232,2025-07-12,14,90,1,77,1144662,912267,151
2233,2025-01-13,1,84,11,108,380132,317328,397
2234,2025-03-17,15,81,7,200,991780,879296,388
2235,2025-06-10,4,120,5,117,1207415,960486,310
2236,2025-08-21,10,21,10,33,1403936,1361683,63
2237,2025-01-27,28,42,9,123,1596951,1249778,425
2238,2025-07-12,18,4,11,112,2760897,2276341,91
2239,2025-06-17,20,108,1,73,1409013,1240060,291
2240,2025-01-21,17,8,12,34,2133212,1631249,34
2241,2025-03-13,5,14,9,58,1450005,1118138,184
2242,2025-07-02,11,11,7,88,341825,295085,279
2243,2025-02-01,17,54,11,102,2963307,2328111,421
2244,2025-02-15,27,27,8,41,533389,493617,444
2245,2025-05-14,8,31,1,143,151607,115535,431
2246,2025-12-24,8,62,1,11,968556,895392,486
2247,2025-03-20,28,18,9,114,1966371,1650042,324
2248,2025-12-10,13,3,9,75,2114550,1597348,365
2249,2025-12-23,14,71,2,11,889382,787657,106
2250,2025-04-28,19,63,1,90,2993664,2300763,451
2251,2025-07-08,17,116,3,102,942457,739846,3
2252,2025-11-18,24,80,5,69,2383134,1992512,198
2253,2025-03-23,27,26,10,92,2034107,1617171,459
2254,2025-05-14,13,16,11,74,1944356,1471154,308
2255,2025-11-30,22,66,7,53,825241,640320,198
2256,2025-02-24,24,120,4,52,2441621,2244366,152
2257,2025-12-20,22,28,10,78,1563885,1339732,331
2258,2025-11-17,8,73,5,56,2193706,1657294,6
2259,2025-04-21,27,24,6,53,2145443,2076280,198
2260,2025-06-17,15,51,10,43,2112264,1817477,305
2261,2025-05-27,26,86,4,20,2635244,2041444,0
2262,2025-01-16,20,7,1,71,50039,41021,195
2263,2025-10-18,6,13,1,95,953069,856358,497
2264,2025-08-05,24,113,6,20,1224315,1035797,11
2265,2025-06-02,25,5,2,78,644912,522654,476
2266,2025-04-15,4,118,11,8,2048606,1618713,57
2267,2025-02-14,24,31,8,149,2964699,2603635,138
2268,2025-01-12,23,73,8,17,2951625,2317786,33
2269,2025-07-23,22,49,1,10,2136345,1814765,238
2270,2025-07-31,6,2,10,12,2804022,2143653,394
2271,2025-05-24,23,37,12,123,900179,841169,12
2272,2025-12-10,9,112,4,61,2942707,2510239,0
2273,2025-11-29,2,112,10,112,2394382,2320141,250
2274,2025-04-29,23,109,12,13,1251739,1043609,306
2275,2025-07-08,15,106,8,140,737424,616376,461
2276,2025-07-10,24,71,9,38,1395160,1282284,177
2277,2025-07-28,6,75,7,96,2010770,1962929,392
2278,2025-05-30,5,105,11,127,2884136,2522816,184
2279,2025-08-10,3,78,5,36,1445881,1391928,330
2280,2025-08-27,15,97,9,43,229330,190113,470
2281,2025-11-17,5,77,6,139,2703725,2545186,81
2282,2025-10-21,5,105,4,102,392856,369045,450
2283,2025-02-27,17,70,1,134,485432,428324,130
2284,2025-10-09,22,22,12,59,2918948,2665709,171
2285,2025-09-08,4,42,12,96,2350368,2269264,267
2286,2025-12-03,27,51,4,148,1522764,1404688,352
2287,2025-02-24,8,82,11,117,703058,662210,458
2288,2025-04-07,23,1,9,28,2127031,1665894,36
2289,2025-12-22,10,31,7,78,927633,811356,49
2290,2025-04-08,1,3,1,76,557827,444939,423
2291,2025-12-15,3,9,5,116,548924,464961,183
2292,2025-12-05,13,2,12,77,1489357,1249841,106
2293,2025-06-05,14,80,10,123,2714304,2419543,21
2294,2025-12-14,16,5,8,82,1524285,1154096,358
2295,2025-08-31,28,103,7,138,461070,390628,300
2296,2025-11-14,12,88,8,7,1643698,1247393,249
2297,2025-02-14,16,33,9,24,397979,320946,425
2298,2025-11-20,4,59,7,87,1062415,944306,240
2299,2025-01-18,11,40,9,116,958298,853992,48
2300,2025-01-06,22,17,10,8,2173553,1852342,257
2301,2025-04-03,15,36,12,145,1678136,1567883,274
2302,2025-12-01,24,7,5,150,543537,494939,251
2303,2025-03-31,15,38,3,11,1267550,1125911,218
2304,2025-02-26,22,20,2,51,2072267,1785956,2
2305,2025-07-18,25,96,11,46,1630076,1239006,93
2306,2025-04-25,11,111,11,150,2119264,1700939,227
2307,2025-12-25,4,13,3,36,603643,555521,484
2308,2025-11-06,19,4,8,128,1587949,1481076,220
2309,2025-01-11,23,68,12,95,2712678,2373597,214
2310,2025-08-31,2,36,7,143,2994601,2536782,33
2311,2025-02-14,9,113,11,92,2040723,1718911,470
2312,2025-05-05,5,16,1,42,412293,363311,340
2313,2025-04-11,15,85,9,96,2387772,1935268,34
2314,2025-12-03,6,75,7,30,2397411,1819979,103
2315,2025-03-17,10,18,12,141,135728,113404,261
2316,2025-01-07,4,68,11,69,2506070,2185341,155
2317,2025-03-12,11,118,4,172,1324034,1050479,243
2318,2025-09-02,16,28,2,45,1676792,1470877,321
2319,2025-10-05,28,103,2,38,2847946,2219118,261
2320,2025-03-16,28,98,2,172,3084607,3015725,37
2321,2025-10-17,6,32,11,106,2674055,2228012,115
2322,2025-05-15,14,8,7,11,1394222,1295992,14
2323,2025-04-09,22,93,6,101,1936716,1722670,443
2324,2025-04-26,24,117,3,123,2629059,2545873,260
2325,2025-07-28,21,112,11,41,1062255,943032,147
2326,2025-09-12,25,10,7,8,1800352,1377731,43
2327,2025-12-27,25,19,11,11,1599883,1301984,143
2328,2025-08-26,21,104,6,78,2295172,2040908,470
2329,2025-06-07,28,61,9,125,1669394,1542864,429
2330,2025-12-19,19,89,9,147,625740,536850,46
2331,2025-12-21,16,44,9,133,2635229,2359094,128
2332,2025-11-19,9,120,5,74,2543236,2207806,160
2333,2025-06-15,8,73,4,90,1334915,1060088,171
2334,2025-09-23,22,53,5,68,2557189,2167179,337
2335,2025-04-07,25,79,3,76,846775,768900,185
2336,2025-12-31,18,71,6,53,1990664,1759353,88
2337,2025-03-02,24,93,5,89,1278074,1134380,324
2338,2025-06-22,6,114,11,128,1622858,1308828,247
2339,2025-05-19,19,59,9,88,663794,536735,36
2340,2025-05-10,4,49,9,101,63703,48752,415
2341,2025-05-11,16,59,9,150,1212206,1051658,215
2342,2025-04-12,9,7,7,126,2546750,1973370,223
2343,2025-07-18,11,16,3,47,565549,471162,410
2344,2025-01-28,2,109,2,72,500726,438712,137
2345,2025-03-07,26,13,12,152,1273134,966544,338
2346,2025-10-18,2,2,2,87,2668755,2443249,145
2347,2025-08-09,8,30,4,147,1168770,1125999,181
2348,2025-05-02,5,3,9,150,1378410,1275498,87
2349,2025-07-16,7,70,10,5,722748,557217,379
2350,2025-11-11,9,104,8,32,451326,364050,208
2351,2025-04-24,8,59,10,43,777892,747596,143
2352,2025-02-24,1,31,11,79,1875332,1656511,307
2353,2025-07-17,15,28,4,26,393920,332453,227
2354,2025-08-15,5,95,7,98,146580,128182,139
2355,2025-04-16,22,63,7,135,1485663,1224302,255
2356,2025-09-17,20,50,8,53,1614312,1264391,39
2357,2025-11-04,27,90,11,97,756243,704255,106
2358,2025-04-22,11,46,7,71,1093398,999841,460
2359,2025-04-29,13,77,8,7,2929356,2827153,124
2360,2025-11-27,23,9,8,6,1681038,1481803,184
2361,2025-07-15,1,63,7,115,1828962,1409354,130
2362,2025-06-28,8,35,6,67,2057103,1617628,112
2363,2025-10-27,21,67,10,136,870876,822592,195
2364,2025-07-06,2,98,4,24,715861,552105,356
2365,2025-10-11,2,33,2,135,1120157,956852,150
2366,2025-03-14,28,56,5,67,1415213,1194689,85
2367,2025-09-24,3,30,2,14,2451696,2207906,401
2368,2025-04-01,10,71,8,109,754333,606737,413
2369,2025-04-11,20,92,2,18,475765,386264,400
2370,2025-04-02,18,16,8,142,1597407,1463764,78
2371,2025-10-01,6,32,1,84,770558,713737,262
2372,2025-01-11,17,65,1,101,616017,485674,240
2373,2025-03-21,28,17,4,133,3439746,3199397,236
2374,2025-05-06,15,23,12,29,1091088,858991,310
2375,2025-01-22,3,49,3,1,1254614,1073921,409
2376,2025-09-08,22,97,7,141,2321085,2128513,455
2377,2025-09-26,15,83,9,91,2589723,2286255,428
2378,2025-07-27,25,33,9,105,750010,649302,255
2379,2025-03-06,26,5,4,26,3592030,3515822,431
2380,2025-06-02,4,78,7,98,1626824,1332188,12
2381,2025-06-11,16,26,1,56,1876776,1742148,384
2382,2025-03-17,15,111,10,50,3881362,3619622,202
2383,2025-05-06,5,3,4,113,1110823,957483,238
2384,2025-12-31,15,48,4,119,596996,504840,26
2385,2025-05-06,5,115,11,26,1289073,1077701,179
2386,2025-08-27,13,114,11,111,377673,335220,181
2387,2025-09-20,18,62,1,123,334187,277733,99
2388,2025-06-08,17,22,1,26,662112,609936,287
2389,2025-05-19,2,4,9,56,2695240,2344457,12
2390,2025-08-18,13,43,10,118,1505112,1344076,145
2391,2025-07-08,2,103,9,150,567148,540612,388
2392,2025-09-07,14,98,9,10,2844748,2643455,373
2393,2025-10-17,17,9,3,97,1434758,1294068,225
2394,2025-11-22,9,19,3,51,440865,393199,141
2395,2025-07-21,8,6,1,78,100812,97718,99
2396,2025-08-03,19,25,7,39,1840596,1612036,130
2397,2025-04-18,1,9,3,10,1163619,1067346,402
2398,2025-02-03,8,60,3,127,529144,406590,235
2399,2025-06-25,20,94,6,121,1132480,999662,280
2400,2025-06-19,21,86,6,135,702626,634880,427
2401,2025-10-29,17,88,5,63,998746,936258,222
2402,2025-09-05,9,43,9,77,2142430,2086159,207
2403,2025-01-27,19,39,5,28,670639,588588,432
2404,2025-04-23,8,60,3,26,2975030,2602282,185
2405,2025-07-31,24,52,7,146,1439208,1178408,124
2406,2025-03-25,20,62,11,23,1913563,1842777,29
2407,2025-08-12,13,105,7,40,1787376,1535052,15
2408,2025-06-20,12,16,5,61,2090612,1990668,251
2409,2025-07-22,19,28,7,111,1036128,845363,312
2410,2025-03-26,11,21,10,117,3554730,2974153,42
2411,2025-02-21,3,11,12,3,679339,593936,252
2412,2025-02-17,26,104,12,39,265410,199184,90
2413,2025-01-17,5,38,6,92,2843650,2506846,20
2414,2025-03-26,10,43,2,14,3492588,2685588,20
2415,2025-11-11,1,106,4,44,1689403,1587302,251
2416,2025-02-25,9,76,5,135,350661,330082,145
2417,2025-03-12,3,60,10,93,994221,892807,358
2418,2025-09-21,4,64,10,58,2940009,2396843,201
2419,2025-06-23,22,21,12,122,1947958,1621700,260
2420,2025-06-06,10,84,12,103,1803091,1686975,120
2421,2025-06-08,22,42,4,62,1984776,1556472,79
2422,2025-01-19,3,8,10,31,669414,518638,229
2423,2025-03-06,5,93,2,102,2023788,1837957,296
2424,2025-05-03,23,62,7,105,564299,543911,342
2425,2025-12-10,18,94,10,78,929847,888920,335
2426,2025-01-18,12,21,7,50,1497394,1145795,16
2427,2025-05-10,13,24,8,119,2811233,2733381,401
2428,2025-12-30,28,42,8,35,1421152,1309470,362
2429,2025-08-05,22,41,10,48,81200,77132,84
2430,2025-05-09,14,12,8,86,671460,510085,71
2431,2025-05-03,17,78,8,72,898320,822663,213
2432,2025-01-20,25,2,11,93,1488491,1390322,190
2433,2025-06-22,1,14,8,129,896046,715532,170
2434,2025-12-15,22,110,12,130,1196915,1043829,455
2435,2025-09-28,19,79,10,51,1874260,1737502,374
2436,2025-01-21,15,93,10,141,1267158,1107397,386
2437,2025-08-22,2,37,6,5,1758492,1557221,494
2438,2025-02-02,16,107,7,119,2603326,2294926,472
2439,2025-06-11,27,76,4,116,1160234,950307,333
2440,2025-01-20,27,30,11,149,1115948,938296,2
2441,2025-09-29,8,6,4,116,1052354,885351,220
2442,2025-01-25,3,103,5,138,2342379,2263161,8
2443,2025-09-14,28,94,11,79,2567609,2317426,254
2444,2025-10-25,7,69,11,142,1256102,1167327,437
2445,2025-05-01,13,72,12,85,793384,694500,102
2446,2025-01-08,22,55,2,85,2763056,2228369,245
2447,2025-01-11,4,17,12,67,758932,683961,343
2448,2025-05-12,14,21,7,53,737477,614413,391
2449,2025-05-28,10,70,12,141,2730255,2090762,79
2450,2025-03-04,28,120,1,86,457448,425011,406
2451,2025-05-19,6,15,8,87,559352,483899,427
2452,2025-10-01,15,66,2,124,2851788,2541810,402
2453,2025-02-12,12,101,2,91,789869,662867,96
2454,2025-10-07,9,93,1,23,316057,248840,175
2455,2025-03-24,17,105,12,191,1210172,1040867,473
2456,2025-11-20,12,4,6,100,1863623,1442110,262
2457,2025-07-26,7,22,4,124,2509348,2313565,34
2458,2025-04-27,27,85,8,143,1970375,1653289,328
2459,2025-07-08,7,116,1,10,1949639,1546567,292
2460,2025-07-01,1,86,6,87,1792874,1653816,3
2461,2025-06-11,28,60,2,35,452558,401314,287
2462,2025-03-01,19,18,8,177,3320665,3251300,371
2463,2025-06-24,4,80,1,82,1081956,889122,420
2464,2025-08-06,10,5,2,15,1309151,1182044,70
2465,2025-12-23,9,105,7,40,1227207,1016356,210
2466,2025-02-08,17,47,2,128,1343460,1235828,208
2467,2025-01-12,1,37,6,48,440390,418364,476
2468,2025-09-26,20,77,2,93,525525,405645,135
2469,2025-06-20,11,114,2,47,2467644,1971231,409
2470,2025-02-10,8,7,5,80,2357741,2177641,467
2471,2025-02-10,26,92,9,148,2946092,2579583,464
2472,2025-10-10,22,39,2,104,220865,181492,449
2473,2025-08-04,3,85,6,69,268328,209694,48
2474,2025-10-29,1,14,8,11,2018064,1889281,207
2475,2025-10-05,4,34,3,144,1088408,836835,86
2476,2025-04-05,21,118,10,27,2695930,2525593,240
2477,2025-04-22,24,91,3,44,2912394,2525707,208
2478,2025-01-03,22,67,5,148,836641,722280,121
2479,2025-01-31,14,28,10,100,857285,805638,149
2480,2025-06-26,5,52,10,106,2475698,2020571,127
2481,2025-11-12,28,114,2,108,1119544,1006601,254
2482,2025-01-01,4,52,10,49,1110891,1009798,295
2483,2025-04-05,27,83,10,31,2864477,2312261,364
2484,2025-01-21,8,32,12,12,352825,320130,68
2485,2025-04-22,9,15,10,1,2784069,2222653,56
2486,2025-12-23,1,53,2,88,915425,780699,75
2487,2025-11-28,26,16,6,84,1774390,1485353,265
2488,2025-12-15,9,57,11,52,2713599,2126269,199
2489,2025-06-30,7,112,11,63,2104845,1815323,140
2490,2025-08-12,2,33,1,111,1994405,1568557,400
2491,2025-01-31,24,59,9,75,904966,764771,451
2492,2025-05-28,5,37,5,46,1837412,1703064,242
2493,2025-09-29,3,76,8,90,1321694,1187115,230
2494,2025-04-13,23,111,5,123,1688273,1370906,245
2495,2025-04-23,15,116,3,5,1033232,928256,196
2496,2025-04-23,18,66,11,38,510636,414414,189
2497,2025-09-25,9,89,2,70,2811084,2442243,158
2498,2025-07-26,1,9,10,28,1061774,1015818,129
2499,2025-05-06,25,86,9,148,2272642,2186327,321
2500,2025-09-12,17,1,3,6,1423117,1318878,394
2501,2025-10-11,14,73,6,1,2067540,1642632,55
2502,2025-06-06,24,98,7,65,2969348,2776507,300
2503,2025-04-13,21,52,11,145,2415679,2010048,194
2504,2025-08-30,20,26,4,84,242113,229351,182
2505,2025-08-30,25,31,9,86,2118423,1699701,490
2506,2025-10-15,1,89,2,27,2420448,2314100,118
2507,2025-07-30,28,6,4,120,1779562,1553638,378
2508,2025-02-07,4,88,9,113,619256,495880,109
2509,2025-04-22,12,13,1,66,99064,95219,209
2510,2025-03-03,9,83,10,162,1297748,1001213,472
2511,2025-05-02,20,16,2,65,2559550,2235728,322
2512,2025-05-04,2,61,12,71,2319433,1828684,387
2513,2025-12-23,24,1,8,56,1777252,1695707,51
2514,2025-02-15,17,75,4,148,1214632,910999,356
2515,2025-06-28,12,97,8,143,2968979,2338925,378
2516,2025-02-19,21,74,1,71,857590,677132,80
2517,2025-04-30,24,6,12,46,871479,819428,101
2518,2025-03-09,10,59,1,162,1394876,1244631,16
2519,2025-03-02,24,117,12,74,2222932,1987834,450
2520,2025-06-03,27,88,7,40,2935333,2244213,461
2521,2025-03-23,16,49,1,61,2269282,1720296,89
2522,2025-12-17,27,115,7,28,405791,375687,108
2523,2025-02-07,5,54,2,112,1011574,921471,85
2524,2025-05-17,23,67,12,143,2890138,2520486,461
2525,2025-10-30,19,43,8,41,2542547,2218512,290
2526,2025-04-21,15,55,3,114,1220946,1004372,310
2527,2025-04-20,24,103,1,51,1752116,1433183,395
2528,2025-10-02,15,119,2,149,533802,498153,64
2529,2025-01-28,8,95,12,137,524647,461067,202
2530,2025-11-29,19,92,12,35,271592,236048,275
2531,2025-04-29,26,17,4,13,2182451,2067675,278
2532,2025-02-07,8,69,9,22,1472338,1282064,47
2533,2025-05-13,9,43,9,35,797886,606492,251
2534,2025-04-16,5,103,4,23,2222461,1742407,226
2535,2025-02-06,14,93,11,140,386202,355182,164
2536,2025-08-24,6,88,5,87,175661,133083,5
2537,2025-01-14,25,86,12,7,177286,136374,84
2538,2025-11-23,19,11,2,49,2066536,2002908,50
2539,2025-08-13,26,115,9,96,290113,270129,383
2540,2025-11-06,1,93,3,91,1362162,1140375,58
2541,2025-09-16,21,38,5,67,718045,552578,416
2542,2025-03-17,20,86,10,194,2869654,2341787,267
2543,2025-02-09,5,23,5,129,2657409,2474874,160
2544,2025-07-14,16,6,9,112,2010051,1519674,306
2545,2025-01-26,1,85,5,63,1635009,1356127,174
