transaction_id,date,month,quarter,is_ramadan_period,product_name,category,sub_category,brand,outlet_name,outlet_type,region,city,distributor_name,qty_sold,sell_in_value,sell_out_value,stock_available
2219,2025-03-23,March,1,True,Harmoni Kecap,Food & Beverage,Kecap,Harmoni,Warung Jakarta Pusat 81,Modern Trade,Jakarta,Jakarta Pusat,PT Distribusi Kalimantan 5,154,3661487,2848728,66
2220,2025-09-29,September,3,False,Nuansa Lotion,Personal Care,Lotion,Nuansa,Minimarket Manado 44,General Trade,Sulawesi,Manado,PT Distribusi JawaTimur 12,96,2937839,2787252,189
2221,2025-10-17,October,4,False,Segar Alam Teh Celup,Food & Beverage,Teh Celup,Segar Alam,Minimarket Medan 9,General Trade,Sumatera Utara,Medan,PT Distribusi SumateraSelatan 1,115,1601928,1355087,107
2222,2025-06-17,June,2,False,Rumahku Pewangi Pakaian,Household,Pewangi Pakaian,Rumahku,Toko Bekasi 30,Modern Trade,Jawa Barat,Bekasi,PT Distribusi SumateraUtara 6,122,1226633,1076553,295
2223,2025-06-19,June,2,False,Rumahku Pewangi Pakaian,Household,Pewangi Pakaian,Rumahku,Swalayan Bogor 25,Modern Trade,Jawa Barat,Bogor,PT Distribusi Kalimantan 3,83,2703659,2383608,466
2224,2025-04-28,April,2,False,Rumahku Pewangi Pakaian,Household,Pewangi Pakaian,Rumahku,Swalayan Balikpapan 76,Modern Trade,Kalimantan,Balikpapan,PT Distribusi Jakarta 10,61,1094797,944125,240
2225,2025-01-10,January,1,False,Harmoni Kecap,Food & Beverage,Kecap,Harmoni,Warung Jakarta Pusat 66,Modern Trade,Jakarta,Jakarta Pusat,PT Distribusi SumateraSelatan 2,99,672247,600605,41
2226,2025-09-28,September,3,False,Segar Alam Teh Celup,Food & Beverage,Teh Celup,Segar Alam,Toko Manado 60,General Trade,Sulawesi,Manado,PT Distribusi Jakarta 10,69,330705,282217,398
2227,2025-04-09,April,2,False,Segar Alam Sabun Cuci Piring,Household,Sabun Cuci Piring,Segar Alam,Minimarket Balikpapan 99,Modern Trade,Kalimantan,Balikpapan,PT Distribusi Kalimantan 5,37,1575814,1489124,30
2228,2025-08-31,August,3,False,Harmoni Deodoran,Personal Care,Deodoran,Harmoni,Minimarket Makassar 29,Modern Trade,Sulawesi,Makassar,PT Distribusi SumateraSelatan 11,1,1422436,1183351,317
2229,2025-09-05,September,3,False,Segar Alam Mi Instan,Food & Beverage,Mi Instan,Segar Alam,Toko Solo 19,General Trade,Jawa Tengah,Solo,PT Distribusi Kalimantan 5,82,2082969,2034259,309
2230,2025-10-02,October,4,False,Nuansa Deodoran,Personal Care,Deodoran,Nuansa,Warung Makassar 106,Modern Trade,Sulawesi,Makassar,PT Distribusi SumateraSelatan 11,49,2556462,2273126,151
2231,2025-02-01,February,1,False,Nuansa Pewangi Pakaian,Household,Pewangi Pakaian,Nuansa,Swalayan Balikpapan 114,Modern Trade,Kalimantan,Balikpapan,PT Distribusi SumateraUtara 4,135,2164471,1763967,404
2232,2025-07-12,July,3,False,Segar Alam Susu Bubuk,Food & Beverage,Susu Bubuk,Segar Alam,Warung Magelang 90,General Trade,Jawa Tengah,Magelang,PT Distribusi SumateraSelatan 1,77,1144662,912267,151
2233,2025-01-13,January,1,False,Nuansa Sabun Mandi,Personal Care,Sabun Mandi,Nuansa,Warung Balikpapan 84,Modern Trade,Kalimantan,Balikpapan,PT Distribusi SumateraSelatan 11,108,380132,317328,397
2234,2025-03-17,March,1,True,Rumahku Teh Celup,Food & Beverage,Teh Celup,Rumahku,Warung Jakarta Pusat 81,Modern Trade,Jakarta,Jakarta Pusat,PT Distribusi JawaBarat 7,200,991780,879296,388
2235,2025-06-10,June,2,False,Harmoni Sampo,Personal Care,Sampo,Harmoni,Minimarket Banjarmasin 120,General Trade,Kalimantan,Banjarmasin,PT Distribusi Kalimantan 5,117,1207415,960486,310
2236,2025-08-21,August,3,False,Nuansa Lotion,Personal Care,Lotion,Nuansa,Warung Surabaya 21,Modern Trade,Jawa Timur,Surabaya,PT Distribusi Jakarta 10,33,1403936,1361683,63
2237,2025-01-27,January,1,False,Ceria Pembersih Lantai,Household,Pembersih Lantai,Ceria,Toko Makassar 42,Modern Trade,Sulawesi,Makassar,PT Distribusi Jakarta 9,123,1596951,1249778,425
2238,2025-07-12,July,3,False,Segar Alam Mi Instan,Food & Beverage,Mi Instan,Segar Alam,Minimarket Lubuklinggau 4,General Trade,Sumatera Selatan,Lubuklinggau,PT Distribusi SumateraSelatan 11,112,2760897,2276341,91
2239,2025-06-17,June,2,False,Nuansa Minyak Goreng,Food & Beverage,Minyak Goreng,Nuansa,Minimarket Semarang 108,General Trade,Jawa Tengah,Semarang,PT Distribusi SumateraSelatan 1,73,1409013,1240060,291
2240,2025-01-21,January,1,False,Ceria Mi Instan,Food & Beverage,Mi Instan,Ceria,Warung Surabaya 8,General Trade,Jawa Timur,Surabaya,PT Distribusi JawaTimur 12,34,2133212,1631249,34
2241,2025-03-13,March,1,True,Nuansa Pasta Gigi,Personal Care,Pasta Gigi,Nuansa,Toko Makassar 14,Modern Trade,Sulawesi,Makassar,PT Distribusi Jakarta 9,58,1450005,1118138,184
2242,2025-07-02,July,3,False,Harmoni Kecap,Food & Beverage,Kecap,Harmoni,Warung Makassar 11,Modern Trade,Sulawesi,Makassar,PT Distribusi JawaBarat 7,88,341825,295085,279
2243,2025-02-01,February,1,False,Ceria Mi Instan,Food & Beverage,Mi Instan,Ceria,Warung Kediri 54,Modern Trade,Jawa Timur,Kediri,PT Distribusi SumateraSelatan 11,102,2963307,2328111,421
2244,2025-02-15,February,1,False,Segar Alam Pembersih Lantai,Household,Pembersih Lantai,Segar Alam,Minimarket Binjai 27,Modern Trade,Sumatera Utara,Binjai,PT Distribusi Sulawesi 8,41,533389,493617,444
2245,2025-05-14,May,2,False,Harmoni Deodoran,Personal Care,Deodoran,Harmoni,Toko Surabaya 31,Modern Trade,Jawa Timur,Surabaya,PT Distribusi SumateraSelatan 1,143,151607,115535,431
2246,2025-12-24,December,4,False,Harmoni Deodoran,Personal Care,Deodoran,Harmoni,Minimarket Bogor 62,General Trade,Jawa Barat,Bogor,PT Distribusi SumateraSelatan 1,11,968556,895392,486
2247,2025-03-20,March,1,True,Ceria Pembersih Lantai,Household,Pembersih Lantai,Ceria,Warung Palembang 18,General Trade,Sumatera Selatan,Palembang,PT Distribusi Jakarta 9,114,1966371,1650042,324
2248,2025-12-10,December,4,False,Harmoni Susu Bubuk,Food & Beverage,Susu Bubuk,Harmoni,Warung Binjai 3,Modern Trade,Sumatera Utara,Binjai,PT Distribusi Jakarta 9,75,2114550,1597348,365
2249,2025-12-23,December,4,False,Segar Alam Susu Bubuk,Food & Beverage,Susu Bubuk,Segar Alam,Minimarket Jakarta Selatan 71,Modern Trade,Jakarta,Jakarta Selatan,PT Distribusi SumateraSelatan 2,11,889382,787657,106
2250,2025-04-28,April,2,False,Rumahku Minyak Goreng,Food & Beverage,Minyak Goreng,Rumahku,Warung Medan 63,Modern Trade,Sumatera Utara,Medan,PT Distribusi SumateraSelatan 1,90,2993664,2300763,451
2251,2025-07-08,July,3,False,Ceria Mi Instan,Food & Beverage,Mi Instan,Ceria,Swalayan Banjarmasin 116,Modern Trade,Kalimantan,Banjarmasin,PT Distribusi Kalimantan 3,102,942457,739846,3
2252,2025-11-18,November,4,False,Nuansa Pewangi Pakaian,Household,Pewangi Pakaian,Nuansa,Swalayan Binjai 80,General Trade,Sumatera Utara,Binjai,PT Distribusi Kalimantan 5,69,2383134,1992512,198
2253,2025-03-23,March,1,True,Segar Alam Pembersih Lantai,Household,Pembersih Lantai,Segar Alam,Swalayan Semarang 26,Modern Trade,Jawa Tengah,Semarang,PT Distribusi Jakarta 10,92,2034107,1617171,459
2254,2025-05-14,May,2,False,Harmoni Susu Bubuk,Food & Beverage,Susu Bubuk,Harmoni,Swalayan Bekasi 16,General Trade,Jawa Barat,Bekasi,PT Distribusi SumateraSelatan 11,74,1944356,1471154,308
2255,2025-11-30,November,4,False,Segar Alam Deterjen,Household,Deterjen,Segar Alam,Warung Jakarta Pusat 66,Modern Trade,Jakarta,Jakarta Pusat,PT Distribusi JawaBarat 7,53,825241,640320,198
2256,2025-02-24,February,1,False,Nuansa Pewangi Pakaian,Household,Pewangi Pakaian,Nuansa,Minimarket Banjarmasin 120,General Trade,Kalimantan,Banjarmasin,PT Distribusi SumateraUtara 4,52,2441621,2244366,152
2257,2025-12-20,December,4,False,Segar Alam Deterjen,Household,Deterjen,Segar Alam,Warung Binjai 28,General Trade,Sumatera Utara,Binjai,PT Distribusi Jakarta 10,78,1563885,1339732,331
2258,2025-11-17,November,4,False,Harmoni Deodoran,Personal Care,Deodoran,Harmoni,Minimarket Surabaya 73,General Trade,Jawa Timur,Surabaya,PT Distribusi Kalimantan 5,56,2193706,1657294,6
2259,2025-04-21,April,2,False,Segar Alam Pembersih Lantai,Household,Pembersih Lantai,Segar Alam,Minimarket Surabaya 24,Modern Trade,Jawa Timur,Surabaya,PT Distribusi SumateraUtara 6,53,2145443,2076280,198
2260,2025-06-17,June,2,False,Rumahku Teh Celup,Food & Beverage,Teh Celup,Rumahku,Toko Bogor 51,Modern Trade,Jawa Barat,Bogor,PT Distribusi Jakarta 10,43,2112264,1817477,305
2261,2025-05-27,May,2,False,Segar Alam Sabun Cuci Piring,Household,Sabun Cuci Piring,Segar Alam,Warung Balikpapan 86,General Trade,Kalimantan,Balikpapan,PT Distribusi SumateraUtara 4,20,2635244,2041444,0
2262,2025-01-16,January,1,False,Nuansa Minyak Goreng,Food & Beverage,Minyak Goreng,Nuansa,Warung Kediri 7,Modern Trade,Jawa Timur,Kediri,PT Distribusi SumateraSelatan 1,71,50039,41021,195
2263,2025-10-18,October,4,False,Harmoni Pasta Gigi,Personal Care,Pasta Gigi,Harmoni,Minimarket Banjarmasin 13,Modern Trade,Kalimantan,Banjarmasin,PT Distribusi SumateraSelatan 1,95,953069,856358,497
2264,2025-08-05,August,3,False,Nuansa Pewangi Pakaian,Household,Pewangi Pakaian,Nuansa,Warung Jakarta Selatan 113,General Trade,Jakarta,Jakarta Selatan,PT Distribusi SumateraUtara 6,20,1224315,1035797,11
2265,2025-06-02,June,2,False,Harmoni Sabun Cuci Piring,Household,Sabun Cuci Piring,Harmoni,Minimarket Bogor 5,Modern Trade,Jawa Barat,Bogor,PT Distribusi SumateraSelatan 2,78,644912,522654,476
2266,2025-04-15,April,2,False,Harmoni Sampo,Personal Care,Sampo,Harmoni,Swalayan Jakarta Pusat 118,Modern Trade,Jakarta,Jakarta Pusat,PT Distribusi SumateraSelatan 11,8,2048606,1618713,57
2267,2025-02-14,February,1,False,Nuansa Pewangi Pakaian,Household,Pewangi Pakaian,Nuansa,Toko Surabaya 31,Modern Trade,Jawa Timur,Surabaya,PT Distribusi Sulawesi 8,149,2964699,2603635,138
2268,2025-01-12,January,1,False,Rumahku Pewangi Pakaian,Household,Pewangi Pakaian,Rumahku,Minimarket Surabaya 73,General Trade,Jawa Timur,Surabaya,PT Distribusi Sulawesi 8,17,2951625,2317786,33
2269,2025-07-23,July,3,False,Segar Alam Deterjen,Household,Deterjen,Segar Alam,Toko Palembang 49,General Trade,Sumatera Selatan,Palembang,PT Distribusi SumateraSelatan 1,10,2136345,1814765,238
2270,2025-07-31,July,3,False,Harmoni Pasta Gigi,Personal Care,Pasta Gigi,Harmoni,Toko Bandung 2,General Trade,Jawa Barat,Bandung,PT Distribusi Jakarta 10,12,2804022,2143653,394
2271,2025-05-24,May,2,False,Rumahku Pewangi Pakaian,Household,Pewangi Pakaian,Rumahku,Swalayan Banjarmasin 37,Modern Trade,Kalimantan,Banjarmasin,PT Distribusi JawaTimur 12,123,900179,841169,12
2272,2025-12-10,December,4,False,Ceria Lotion,Personal Care,Lotion,Ceria,Swalayan Balikpapan 112,General Trade,Kalimantan,Balikpapan,PT Distribusi SumateraUtara 4,61,2942707,2510239,0
2273,2025-11-29,November,4,False,Harmoni Sabun Mandi,Personal Care,Sabun Mandi,Harmoni,Swalayan Balikpapan 112,General Trade,Kalimantan,Balikpapan,PT Distribusi Jakarta 10,112,2394382,2320141,250
2274,2025-04-29,April,2,False,Rumahku Pewangi Pakaian,Household,Pewangi Pakaian,Rumahku,Minimarket Magelang 109,Modern Trade,Jawa Tengah,Magelang,PT Distribusi JawaTimur 12,13,1251739,1043609,306
2275,2025-07-08,July,3,False,Rumahku Teh Celup,Food & Beverage,Teh Celup,Rumahku,Warung Makassar 106,Modern Trade,Sulawesi,Makassar,PT Distribusi Sulawesi 8,140,737424,616376,461
2276,2025-07-10,July,3,False,Nuansa Pewangi Pakaian,Household,Pewangi Pakaian,Nuansa,Minimarket Jakarta Selatan 71,Modern Trade,Jakarta,Jakarta Selatan,PT Distribusi Jakarta 9,38,1395160,1282284,177
2277,2025-07-28,July,3,False,Harmoni Pasta Gigi,Personal Care,Pasta Gigi,Harmoni,Minimarket Malang 75,Modern Trade,Jawa Timur,Malang,PT Distribusi JawaBarat 7,96,2010770,1962929,392
2278,2025-05-30,May,2,False,Nuansa Pasta Gigi,Personal Care,Pasta Gigi,Nuansa,Minimarket Binjai 105,General Trade,Sumatera Utara,Binjai,PT Distribusi SumateraSelatan 11,127,2884136,2522816,184
2279,2025-08-10,August,3,False,Ceria Sampo,Personal Care,Sampo,Ceria,Toko Surabaya 78,Modern Trade,Jawa Timur,Surabaya,PT Distribusi Kalimantan 5,36,1445881,1391928,330
2280,2025-08-27,August,3,False,Rumahku Teh Celup,Food & Beverage,Teh Celup,Rumahku,Toko Malang 97,General Trade,Jawa Timur,Malang,PT Distribusi Jakarta 9,43,229330,190113,470
2281,2025-11-17,November,4,False,Nuansa Pasta Gigi,Personal Care,Pasta Gigi,Nuansa,Warung Malang 77,General Trade,Jawa Timur,Malang,PT Distribusi SumateraUtara 6,139,2703725,2545186,81
2282,2025-10-21,October,4,False,Nuansa Pasta Gigi,Personal Care,Pasta Gigi,Nuansa,Minimarket Binjai 105,General Trade,Sumatera Utara,Binjai,PT Distribusi SumateraUtara 4,102,392856,369045,450
2283,2025-02-27,February,1,False,Ceria Mi Instan,Food & Beverage,Mi Instan,Ceria,Warung Semarang 70,General Trade,Jawa Tengah,Semarang,PT Distribusi SumateraSelatan 1,134,485432,428324,130
2284,2025-10-09,October,4,False,Segar Alam Deterjen,Household,Deterjen,Segar Alam,Warung Jakarta Timur 22,General Trade,Jakarta,Jakarta Timur,PT Distribusi JawaTimur 12,59,2918948,2665709,171
2285,2025-09-08,September,3,False,Harmoni Sampo,Personal Care,Sampo,Harmoni,Toko Makassar 42,Modern Trade,Sulawesi,Makassar,PT Distribusi JawaTimur 12,96,2350368,2269264,267
2286,2025-12-03,December,4,False,Segar Alam Pembersih Lantai,Household,Pembersih Lantai,Segar Alam,Toko Bogor 51,Modern Trade,Jawa Barat,Bogor,PT Distribusi SumateraUtara 4,148,1522764,1404688,352
2287,2025-02-24,February,1,False,Harmoni Deodoran,Personal Care,Deodoran,Harmoni,Toko Medan 82,General Trade,Sumatera Utara,Medan,PT Distribusi SumateraSelatan 11,117,703058,662210,458
2288,2025-04-07,April,2,False,Rumahku Pewangi Pakaian,Household,Pewangi Pakaian,Rumahku,Minimarket Jakarta Timur 1,General Trade,Jakarta,Jakarta Timur,PT Distribusi Jakarta 9,28,2127031,1665894,36
2289,2025-12-22,December,4,False,Nuansa Lotion,Personal Care,Lotion,Nuansa,Toko Surabaya 31,Modern Trade,Jawa Timur,Surabaya,PT Distribusi JawaBarat 7,78,927633,811356,49
2290,2025-04-08,April,2,False,Nuansa Sabun Mandi,Personal Care,Sabun Mandi,Nuansa,Warung Binjai 3,Modern Trade,Sumatera Utara,Binjai,PT Distribusi SumateraSelatan 1,76,557827,444939,423
2291,2025-12-15,December,4,False,Ceria Sampo,Personal Care,Sampo,Ceria,Minimarket Medan 9,General Trade,Sumatera Utara,Medan,PT Distribusi Kalimantan 5,116,548924,464961,183
2292,2025-12-05,December,4,False,Harmoni Susu Bubuk,Food & Beverage,Susu Bubuk,Harmoni,Toko Bandung 2,General Trade,Jawa Barat,Bandung,PT Distribusi JawaTimur 12,77,1489357,1249841,106
2293,2025-06-05,June,2,False,Segar Alam Susu Bubuk,Food & Beverage,Susu Bubuk,Segar Alam,Swalayan Binjai 80,General Trade,Sumatera Utara,Binjai,PT Distribusi Jakarta 10,123,2714304,2419543,21
2294,2025-12-14,December,4,False,Segar Alam Teh Celup,Food & Beverage,Teh Celup,Segar Alam,Minimarket Bogor 5,Modern Trade,Jawa Barat,Bogor,PT Distribusi Sulawesi 8,82,1524285,1154096,358
2295,2025-08-31,August,3,False,Ceria Pembersih Lantai,Household,Pembersih Lantai,Ceria,Swalayan Manado 103,Modern Trade,Sulawesi,Manado,PT Distribusi JawaBarat 7,138,461070,390628,300
2296,2025-11-14,November,4,False,Rumahku Kecap,Food & Beverage,Kecap,Rumahku,Swalayan Banjarmasin 88,General Trade,Kalimantan,Banjarmasin,PT Distribusi Sulawesi 8,7,1643698,1247393,249
2297,2025-02-14,February,1,False,Segar Alam Teh Celup,Food & Beverage,Teh Celup,Segar Alam,Minimarket Bogor 33,General Trade,Jawa Barat,Bogor,PT Distribusi Jakarta 9,24,397979,320946,425
2298,2025-11-20,November,4,False,Harmoni Sampo,Personal Care,Sampo,Harmoni,Warung Malang 59,Modern Trade,Jawa Timur,Malang,PT Distribusi JawaBarat 7,87,1062415,944306,240
2299,2025-01-18,January,1,False,Harmoni Kecap,Food & Beverage,Kecap,Harmoni,Swalayan Makassar 40,Modern Trade,Sulawesi,Makassar,PT Distribusi Jakarta 9,116,958298,853992,48
2300,2025-01-06,January,1,False,Segar Alam Deterjen,Household,Deterjen,Segar Alam,Toko Medan 17,General Trade,Sumatera Utara,Medan,PT Distribusi Jakarta 10,8,2173553,1852342,257
2301,2025-04-03,April,2,False,Rumahku Teh Celup,Food & Beverage,Teh Celup,Rumahku,Swalayan Bandung 36,General Trade,Jawa Barat,Bandung,PT Distribusi JawaTimur 12,145,1678136,1567883,274
2302,2025-12-01,December,4,False,Nuansa Pewangi Pakaian,Household,Pewangi Pakaian,Nuansa,Warung Kediri 7,Modern Trade,Jawa Timur,Kediri,PT Distribusi Kalimantan 5,150,543537,494939,251
2303,2025-03-31,March,1,False,Rumahku Teh Celup,Food & Beverage,Teh Celup,Rumahku,Swalayan Bandung 38,General Trade,Jawa Barat,Bandung,PT Distribusi Kalimantan 3,11,1267550,1125911,218
2304,2025-02-26,February,1,False,Segar Alam Deterjen,Household,Deterjen,Segar Alam,Toko Magelang 20,General Trade,Jawa Tengah,Magelang,PT Distribusi SumateraSelatan 2,51,2072267,1785956,2
2305,2025-07-18,July,3,False,Harmoni Sabun Cuci Piring,Household,Sabun Cuci Piring,Harmoni,Toko Surabaya 96,Modern Trade,Jawa Timur,Surabaya,PT Distribusi SumateraSelatan 11,46,1630076,1239006,93
2306,2025-04-25,April,2,False,Harmoni Kecap,Food & Beverage,Kecap,Harmoni,Minimarket Balikpapan 111,General Trade,Kalimantan,Balikpapan,PT Distribusi SumateraSelatan 11,150,2119264,1700939,227
2307,2025-12-25,December,4,False,Harmoni Sampo,Personal Care,Sampo,Harmoni,Minimarket Banjarmasin 13,Modern Trade,Kalimantan,Banjarmasin,PT Distribusi Kalimantan 3,36,603643,555521,484
2308,2025-11-06,November,4,False,Rumahku Minyak Goreng,Food & Beverage,Minyak Goreng,Rumahku,Minimarket Lubuklinggau 4,General Trade,Sumatera Selatan,Lubuklinggau,PT Distribusi Sulawesi 8,128,1587949,1481076,220
2309,2025-01-11,January,1,False,Rumahku Pewangi Pakaian,Household,Pewangi Pakaian,Rumahku,Toko Jakarta Pusat 68,Modern Trade,Jakarta,Jakarta Pusat,PT Distribusi JawaTimur 12,95,2712678,2373597,214
2310,2025-08-31,August,3,False,Harmoni Sabun Mandi,Personal Care,Sabun Mandi,Harmoni,Swalayan Bandung 36,General Trade,Jawa Barat,Bandung,PT Distribusi JawaBarat 7,143,2994601,2536782,33
2311,2025-02-14,February,1,False,Ceria Lotion,Personal Care,Lotion,Ceria,Warung Jakarta Selatan 113,General Trade,Jakarta,Jakarta Selatan,PT Distribusi SumateraSelatan 11,92,2040723,1718911,470
2312,2025-05-05,May,2,False,Nuansa Pasta Gigi,Personal Care,Pasta Gigi,Nuansa,Swalayan Bekasi 16,General Trade,Jawa Barat,Bekasi,PT Distribusi SumateraSelatan 1,42,412293,363311,340
2313,2025-04-11,April,2,False,Rumahku Teh Celup,Food & Beverage,Teh Celup,Rumahku,Minimarket Balikpapan 85,General Trade,Kalimantan,Balikpapan,PT Distribusi Jakarta 9,96,2387772,1935268,34
2314,2025-12-03,December,4,False,Harmoni Pasta Gigi,Personal Care,Pasta Gigi,Harmoni,Minimarket Malang 75,Modern Trade,Jawa Timur,Malang,PT Distribusi JawaBarat 7,30,2397411,1819979,103
2315,2025-03-17,March,1,True,Nuansa Lotion,Personal Care,Lotion,Nuansa,Warung Palembang 18,General Trade,Sumatera Selatan,Palembang,PT Distribusi JawaTimur 12,141,135728,113404,261
2316,2025-01-07,January,1,False,Harmoni Sampo,Personal Care,Sampo,Harmoni,Toko Jakarta Pusat 68,Modern Trade,Jakarta,Jakarta Pusat,PT Distribusi SumateraSelatan 11,69,2506070,2185341,155
2317,2025-03-12,March,1,True,Harmoni Kecap,Food & Beverage,Kecap,Harmoni,Swalayan Jakarta Pusat 118,Modern Trade,Jakarta,Jakarta Pusat,PT Distribusi SumateraUtara 4,172,1324034,1050479,243
2318,2025-09-02,September,3,False,Segar Alam Teh Celup,Food & Beverage,Teh Celup,Segar Alam,Warung Binjai 28,General Trade,Sumatera Utara,Binjai,PT Distribusi SumateraSelatan 2,45,1676792,1470877,321
2319,2025-10-05,October,4,False,Ceria Pembersih Lantai,Household,Pembersih Lantai,Ceria,Swalayan Manado 103,Modern Trade,Sulawesi,Manado,PT Distribusi SumateraSelatan 2,38,2847946,2219118,261
2320,2025-03-16,March,1,True,Ceria Pembersih Lantai,Household,Pembersih Lantai,Ceria,Swalayan Balikpapan 98,General Trade,Kalimantan,Balikpapan,PT Distribusi SumateraSelatan 2,172,3084607,3015725,37
2321,2025-10-17,October,4,False,Harmoni Pasta Gigi,Personal Care,Pasta Gigi,Harmoni,Toko Surabaya 32,General Trade,Jawa Timur,Surabaya,PT Distribusi SumateraSelatan 11,106,2674055,2228012,115
2322,2025-05-15,May,2,False,Segar Alam Susu Bubuk,Food & Beverage,Susu Bubuk,Segar Alam,Warung Surabaya 8,General Trade,Jawa Timur,Surabaya,PT Distribusi JawaBarat 7,11,1394222,1295992,14
2323,2025-04-09,April,2,False,Segar Alam Deterjen,Household,Deterjen,Segar Alam,Swalayan Makassar 93,Modern Trade,Sulawesi,Makassar,PT Distribusi SumateraUtara 6,101,1936716,1722670,443
2324,2025-04-26,April,2,False,Nuansa Pewangi Pakaian,Household,Pewangi Pakaian,Nuansa,Toko Makassar 117,General Trade,Sulawesi,Makassar,PT Distribusi Kalimantan 3,123,2629059,2545873,260
2325,2025-07-28,July,3,False,Harmoni Deterjen,Household,Deterjen,Harmoni,Swalayan Balikpapan 112,General Trade,Kalimantan,Balikpapan,PT Distribusi SumateraSelatan 11,41,1062255,943032,147
2326,2025-09-12,September,3,False,Harmoni Sabun Cuci Piring,Household,Sabun Cuci Piring,Harmoni,Swalayan Kediri 10,General Trade,Jawa Timur,Kediri,PT Distribusi JawaBarat 7,8,1800352,1377731,43
2327,2025-12-27,December,4,False,Harmoni Sabun Cuci Piring,Household,Sabun Cuci Piring,Harmoni,Toko Solo 19,General Trade,Jawa Tengah,Solo,PT Distribusi SumateraSelatan 11,11,1599883,1301984,143
2328,2025-08-26,August,3,False,Harmoni Deterjen,Household,Deterjen,Harmoni,Warung Manado 104,Modern Trade,Sulawesi,Manado,PT Distribusi SumateraUtara 6,78,2295172,2040908,470
2329,2025-06-07,June,2,False,Ceria Pembersih Lantai,Household,Pembersih Lantai,Ceria,Warung Bandung 61,Modern Trade,Jawa Barat,Bandung,PT Distribusi Jakarta 9,125,1669394,1542864,429
2330,2025-12-19,December,4,False,Rumahku Minyak Goreng,Food & Beverage,Minyak Goreng,Rumahku,Swalayan Semarang 89,General Trade,Jawa Tengah,Semarang,PT Distribusi Jakarta 9,147,625740,536850,46
2331,2025-12-21,December,4,False,Segar Alam Teh Celup,Food & Beverage,Teh Celup,Segar Alam,Minimarket Manado 44,General Trade,Sulawesi,Manado,PT Distribusi Jakarta 9,133,2635229,2359094,128
2332,2025-11-19,November,4,False,Ceria Lotion,Personal Care,Lotion,Ceria,Minimarket Banjarmasin 120,General Trade,Kalimantan,Banjarmasin,PT Distribusi Kalimantan 5,74,2543236,2207806,160
2333,2025-06-15,June,2,False,Harmoni Deodoran,Personal Care,Deodoran,Harmoni,Minimarket Surabaya 73,General Trade,Jawa Timur,Surabaya,PT Distribusi SumateraUtara 4,90,1334915,1060088,171
2334,2025-09-23,September,3,False,Segar Alam Deterjen,Household,Deterjen,Segar Alam,Warung Bekasi 53,General Trade,Jawa Barat,Bekasi,PT Distribusi Kalimantan 5,68,2557189,2167179,337
2335,2025-04-07,April,2,False,Harmoni Sabun Cuci Piring,Household,Sabun Cuci Piring,Harmoni,Warung Banjarmasin 79,Modern Trade,Kalimantan,Banjarmasin,PT Distribusi Kalimantan 3,76,846775,768900,185
2336,2025-12-31,December,4,False,Segar Alam Mi Instan,Food & Beverage,Mi Instan,Segar Alam,Minimarket Jakarta Selatan 71,Modern Trade,Jakarta,Jakarta Selatan,PT Distribusi SumateraUtara 6,53,1990664,1759353,88
2337,2025-03-02,March,1,True,Nuansa Pewangi Pakaian,Household,Pewangi Pakaian,Nuansa,Swalayan Makassar 93,Modern Trade,Sulawesi,Makassar,PT Distribusi Kalimantan 5,89,1278074,1134380,324
2338,2025-06-22,June,2,False,Harmoni Pasta Gigi,Personal Care,Pasta Gigi,Harmoni,Swalayan Balikpapan 114,Modern Trade,Kalimantan,Balikpapan,PT Distribusi SumateraSelatan 11,128,1622858,1308828,247
2339,2025-05-19,May,2,False,Rumahku Minyak Goreng,Food & Beverage,Minyak Goreng,Rumahku,Warung Malang 59,Modern Trade,Jawa Timur,Malang,PT Distribusi Jakarta 9,88,663794,536735,36
2340,2025-05-10,May,2,False,Harmoni Sampo,Personal Care,Sampo,Harmoni,Toko Palembang 49,General Trade,Sumatera Selatan,Palembang,PT Distribusi Jakarta 9,101,63703,48752,415
2341,2025-05-11,May,2,False,Segar Alam Teh Celup,Food & Beverage,Teh Celup,Segar Alam,Warung Malang 59,Modern Trade,Jawa Timur,Malang,PT Distribusi Jakarta 9,150,1212206,1051658,215
2342,2025-04-12,April,2,False,Ceria Lotion,Personal Care,Lotion,Ceria,Warung Kediri 7,Modern Trade,Jawa Timur,Kediri,PT Distribusi JawaBarat 7,126,2546750,1973370,223
2343,2025-07-18,July,3,False,Harmoni Kecap,Food & Beverage,Kecap,Harmoni,Swalayan Bekasi 16,General Trade,Jawa Barat,Bekasi,PT Distribusi Kalimantan 3,47,565549,471162,410
2344,2025-01-28,January,1,False,Harmoni Sabun Mandi,Personal Care,Sabun Mandi,Harmoni,Minimarket Magelang 109,Modern Trade,Jawa Tengah,Magelang,PT Distribusi SumateraSelatan 2,72,500726,438712,137
2345,2025-03-07,March,1,True,Segar Alam Sabun Cuci Piring,Household,Sabun Cuci Piring,Segar Alam,Minimarket Banjarmasin 13,Modern Trade,Kalimantan,Banjarmasin,PT Distribusi JawaTimur 12,152,1273134,966544,338
2346,2025-10-18,October,4,False,Harmoni Sabun Mandi,Personal Care,Sabun Mandi,Harmoni,Toko Bandung 2,General Trade,Jawa Barat,Bandung,PT Distribusi SumateraSelatan 2,87,2668755,2443249,145
